-1	0	0
-0.999401535150492	0	-0.0345914951807495
-0.999401535150492	0	0.0345914951807495
-0.999229036240723	-0.0333963940112039	-0.0206401066006074
-0.999229036240723	-0.0333963940112039	0.0206401066006074
-0.999229036240723	0.0333963940112039	-0.0206401066006074
-0.999229036240723	0.0333963940112039	0.0206401066006074
-0.997915058442817	-0.0333924962252748	-0.0552311264497956
-0.997915058442817	-0.0333924962252748	0.0552311264497956
-0.997915058442817	0.0333924962252748	-0.0552311264497956
-0.997915058442817	0.0333924962252748	0.0552311264497956
-0.997766509769100	-0.0667981435609388	0
-0.997766509769100	0.0667981435609388	0
-0.997606856922320	0	-0.0691415867735838
-0.997606856922320	0	0.0691415867735838
-0.996917333733128	-0.0667412932034614	-0.0412483876528615
-0.996917333733128	-0.0667412932034614	0.0412483876528615
-0.996917333733128	0.0667412932034614	-0.0412483876528615
-0.996917333733128	0.0667412932034614	0.0412483876528615
-0.995397313405286	-0.0333805152332626	-0.0898327872677979
-0.995397313405286	-0.0333805152332626	0.0898327872677979
-0.995397313405286	0.0333805152332626	-0.0898327872677979
-0.995397313405286	0.0333805152332626	0.0898327872677979
-0.994880537585847	-0.0667654726719960	-0.0758622936100768
-0.994880537585847	-0.0667654726719960	0.0758622936100768
-0.994880537585847	0.0667654726719960	-0.0758622936100768
-0.994880537585847	0.0667654726719960	0.0758622936100768
-0.994752199249380	-0.100210003703842	-0.0206401852268373
-0.994752199249380	-0.100210003703842	0.0206401852268373
-0.994752199249380	0.100210003703842	-0.0206401852268373
-0.994752199249380	0.100210003703842	0.0206401852268373
-0.994618113419157	0	-0.103608920747772
-0.994618113419157	0	0.103608920747772
-0.993068456954926	-0.0999832821591046	-0.0617930666810976
-0.993068456954926	-0.0999832821591046	0.0617930666810976
-0.993068456954926	0.0999832821591046	-0.0617930666810976
-0.993068456954926	0.0999832821591046	0.0617930666810976
-0.991689494609583	-0.0333764409395648	-0.124249585396480
-0.991689494609583	-0.0333764409395648	0.124249585396480
-0.991689494609583	0.0333764409395648	-0.124249585396480
-0.991689494609583	0.0333764409395648	0.124249585396480
-0.991647624814071	-0.0667093819082885	-0.110384992485506
-0.991647624814071	-0.0667093819082885	0.110384992485506
-0.991647624814071	0.0667093819082885	-0.110384992485506
-0.991647624814071	0.0667093819082885	0.110384992485506
-0.991045656047768	-0.133523434755288	0
-0.991045656047768	0.133523434755288	0
-0.990438881956862	0	-0.137952242127634
-0.990438881956862	0	0.137952242127634
-0.990313327139802	-0.0999553796294356	-0.0963765333078106
-0.990313327139802	-0.0999553796294356	0.0963765333078106
-0.990313327139802	0.0999553796294356	-0.0963765333078106
-0.990313327139802	0.0999553796294356	0.0963765333078106
-0.990205971464268	-0.133410304175464	-0.0411561030263452
-0.990205971464268	-0.133410304175464	0.0411561030263452
-0.990205971464268	0.133410304175464	-0.0411561030263452
-0.990205971464268	0.133410304175464	0.0411561030263452
-0.987688340595138	-0.133071104140591	-0.0822424652793623
-0.987688340595138	-0.133071104140591	0.0822424652793623
-0.987688340595138	0.133071104140591	-0.0822424652793623
-0.987688340595138	0.133071104140591	0.0822424652793623
-0.987169405367834	-0.0666976991033076	-0.145079226769520
-0.987169405367834	-0.0666976991033076	0.145079226769520
-0.987169405367834	0.0666976991033076	-0.145079226769520
-0.987169405367834	0.0666976991033076	0.145079226769520
-0.986732265818996	-0.0333282478307547	-0.158898280318704
-0.986732265818996	-0.0333282478307547	0.158898280318704
-0.986732265818996	0.0333282478307547	-0.158898280318704
-0.986732265818996	0.0333282478307547	0.158898280318704
-0.986310521264982	-0.100061364821938	-0.131069748271559
-0.986310521264982	-0.100061364821938	0.131069748271559
-0.986310521264982	0.100061364821938	-0.131069748271559
-0.986310521264982	0.100061364821938	0.131069748271559
-0.985727643082200	-0.167077620365322	-0.0206417643788744
-0.985727643082200	-0.167077620365322	0.0206417643788744
-0.985727643082200	0.167077620365322	-0.0206417643788744
-0.985727643082200	0.167077620365322	0.0206417643788744
-0.985074164781693	0	-0.172130444371847
-0.985074164781693	0	0.172130444371847
-0.984156761729077	-0.133244908395775	-0.116966930068029
-0.984156761729077	-0.133244908395775	0.116966930068029
-0.984156761729077	0.133244908395775	-0.116966930068029
-0.984156761729077	0.133244908395775	0.116966930068029
-0.984043806907739	-0.166850623248743	-0.0617952717287487
-0.984043806907739	-0.166850623248743	0.0617952717287487
-0.984043806907739	0.166850623248743	-0.0617952717287487
-0.984043806907739	0.166850623248743	0.0617952717287487
-0.981483142812483	-0.0666043953573237	-0.179595921150836
-0.981483142812483	-0.0666043953573237	0.179595921150836
-0.981483142812483	0.0666043953573237	-0.179595921150836
-0.981483142812483	0.0666043953573237	0.179595921150836
-0.981096681656114	-0.0999958240899595	-0.165680826917095
-0.981096681656114	-0.0999958240899595	0.165680826917095
-0.981096681656114	0.0999958240899595	-0.165680826917095
-0.981096681656114	0.0999958240899595	0.165680826917095
-0.980785280403230	-0.165953740124679	-0.102565051957219
